"dep","dur","mem","wday","temp","prec","rushhour"
2021-07-25 12:36:51,1526,0,"Sunday",22.8,13.9,3
2021-07-18 22:11:25,506,0,"Sunday",21.8,0,3
2021-07-04 18:56:00,1760,0,"Sunday",18.4,0,2
2021-07-11 16:46:05,1631,0,"Sunday",21,0,2
2021-07-25 17:14:03,683,0,"Sunday",22.8,13.9,2
2021-07-04 18:07:43,682,0,"Sunday",18.4,0,2
2021-07-11 18:25:04,2743,0,"Sunday",21,0,2
2021-08-08 09:01:58,300,0,"Sunday",24,0,1
2021-08-22 08:36:48,1500,0,"Sunday",28.2,0,1
2021-08-15 09:56:46,3606,0,"Sunday",18.2,0,1
2021-08-15 08:25:14,755,0,"Sunday",18.2,0,1
2021-08-08 06:22:39,639,0,"Sunday",24,0,1
2021-08-08 21:51:25,354,0,"Sunday",24,0,3
2021-08-01 01:51:00,4076,0,"Sunday",16.9,0,3
2021-08-01 13:35:24,1120,0,"Sunday",16.9,0,3
2021-08-22 13:58:01,1467,0,"Sunday",28.2,0,3
2021-08-22 12:33:48,4093,0,"Sunday",28.2,0,3
2021-08-29 15:09:12,899,0,"Sunday",19.3,6.5,2
2021-08-08 17:12:14,755,0,"Sunday",24,0,2
2021-08-08 17:06:20,2319,0,"Sunday",24,0,2
2021-08-15 15:02:14,564,0,"Sunday",18.2,0,2
2021-08-01 16:41:11,803,0,"Sunday",16.9,0,2
2021-09-19 08:03:55,721,0,"Sunday",15.4,0,1
2021-09-05 09:43:25,730,0,"Sunday",19.5,13.6,1
2021-09-12 08:49:35,312,0,"Sunday",19.1,0,1
2021-09-19 09:26:28,720,0,"Sunday",15.4,0,1
2021-09-12 06:11:15,1231,0,"Sunday",19.1,0,1
2021-09-12 14:40:32,481,0,"Sunday",19.1,0,3
2021-09-19 01:25:23,185,0,"Sunday",15.4,0,3
2021-09-26 00:18:56,436,0,"Sunday",16.7,0,3
2021-09-26 19:40:17,1372,0,"Sunday",16.7,0,3
2021-09-19 00:39:32,639,0,"Sunday",15.4,0,3
2021-09-19 18:23:41,841,0,"Sunday",15.4,0,2
2021-09-12 15:59:35,289,0,"Sunday",19.1,0,2
2021-09-19 18:43:19,1508,0,"Sunday",15.4,0,2
2021-09-19 18:12:57,103,0,"Sunday",15.4,0,2
2021-09-12 17:28:43,355,0,"Sunday",19.1,0,2
2021-10-10 09:15:53,457,0,"Sunday",16.2,0,1
2021-10-10 07:23:54,594,0,"Sunday",16.2,0,1
2021-10-03 07:03:27,388,0,"Sunday",13,0.7,1
2021-10-10 09:49:11,650,0,"Sunday",16.2,0,1
2021-10-17 06:21:23,970,0,"Sunday",11.1,0.2,1
2021-10-24 11:23:31,539,0,"Sunday",7.3,0,3
2021-10-24 12:46:01,683,0,"Sunday",7.3,0,3
2021-10-10 13:31:59,2745,0,"Sunday",16.2,0,3
2021-10-03 01:20:12,769,0,"Sunday",13,0.7,3
2021-10-10 14:33:27,1106,0,"Sunday",16.2,0,3
2021-10-17 15:09:55,871,0,"Sunday",11.1,0.2,2
2021-10-10 17:44:03,704,0,"Sunday",16.2,0,2
2021-10-24 15:34:26,251,0,"Sunday",7.3,0,2
2021-10-10 18:09:10,998,0,"Sunday",16.2,0,2
2021-10-10 17:17:52,3623,0,"Sunday",16.2,0,2
2021-05-27 09:23:09,385,0,"Thursday",11.5,0,1
2021-05-13 07:39:05,439,0,"Thursday",13.4,0,1
2021-05-20 08:45:20,421,0,"Thursday",23.4,0,1
2021-05-20 07:43:25,845,0,"Thursday",23.4,0,1
2021-05-06 08:56:53,835,0,"Thursday",10.2,0,1
2021-05-06 21:20:45,776,0,"Thursday",10.2,0,3
2021-05-27 21:15:38,591,0,"Thursday",11.5,0,3
2021-05-20 20:53:36,2564,0,"Thursday",23.4,0,3
2021-05-13 13:56:08,1361,0,"Thursday",13.4,0,3
2021-05-20 20:55:56,759,0,"Thursday",23.4,0,3
2021-05-06 18:17:29,1693,0,"Thursday",10.2,0,2
2021-05-27 17:57:48,2110,0,"Thursday",11.5,0,2
2021-05-06 15:03:47,898,0,"Thursday",10.2,0,2
2021-05-27 15:42:59,1081,0,"Thursday",11.5,0,2
2021-05-27 15:47:28,1695,0,"Thursday",11.5,0,2
2021-06-10 07:53:01,530,0,"Thursday",18.5,0,1
2021-06-17 08:22:03,371,0,"Thursday",18.2,0,1
2021-06-10 08:20:36,435,0,"Thursday",18.5,0,1
2021-06-10 08:51:05,1021,0,"Thursday",18.5,0,1
2021-06-24 09:19:08,550,0,"Thursday",20.4,0,1
2021-06-24 23:26:15,2088,0,"Thursday",20.4,0,3
2021-06-24 23:28:06,307,0,"Thursday",20.4,0,3
2021-06-24 14:03:30,248,0,"Thursday",20.4,0,3
2021-06-24 20:23:24,797,0,"Thursday",20.4,0,3
2021-06-24 23:38:50,1230,0,"Thursday",20.4,0,3
2021-06-24 15:51:06,1038,0,"Thursday",20.4,0,2
2021-06-17 15:32:13,1423,0,"Thursday",18.2,0,2
2021-06-17 16:43:19,374,0,"Thursday",18.2,0,2
2021-06-17 15:34:23,2552,0,"Thursday",18.2,0,2
2021-06-24 17:45:52,506,0,"Thursday",20.4,0,2
2021-07-01 06:24:45,253,0,"Thursday",20.6,0,1
2021-07-22 07:39:24,1152,0,"Thursday",19.6,0,1
2021-07-01 08:07:15,1972,0,"Thursday",20.6,0,1
2021-07-01 09:39:01,1114,0,"Thursday",20.6,0,1
2021-07-22 08:50:11,418,0,"Thursday",19.6,0,1
2021-07-15 23:30:00,923,0,"Thursday",25.3,3.2,3
2021-07-01 01:17:27,621,0,"Thursday",20.6,0,3
2021-07-22 13:17:35,5814,0,"Thursday",19.6,0,3
2021-07-15 22:44:52,3189,0,"Thursday",25.3,3.2,3
2021-07-01 21:48:03,2076,0,"Thursday",20.6,0,3
2021-07-15 18:06:20,1057,0,"Thursday",25.3,3.2,2
2021-07-22 16:09:24,359,0,"Thursday",19.6,0,2
2021-07-01 15:22:19,870,0,"Thursday",20.6,0,2
2021-07-22 15:46:23,410,0,"Thursday",19.6,0,2
2021-07-15 18:00:12,1383,0,"Thursday",25.3,3.2,2
2021-08-19 08:22:36,641,0,"Thursday",23.7,0.5,1
2021-08-19 08:19:21,195,0,"Thursday",23.7,0.5,1
2021-08-12 09:29:51,795,0,"Thursday",26.9,0,1
2021-08-12 08:30:32,198,0,"Thursday",26.9,0,1
2021-08-19 08:36:54,580,0,"Thursday",23.7,0.5,1
2021-08-26 10:30:49,3886,0,"Thursday",27.6,0,3
2021-08-26 00:52:32,487,0,"Thursday",27.6,0,3
2021-08-05 19:26:32,1416,0,"Thursday",22.1,0,3
2021-08-12 00:14:28,919,0,"Thursday",26.9,0,3
2021-08-19 21:44:37,1220,0,"Thursday",23.7,0.5,3
